MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
2058323,08/29/2012,02/23/2009,Female,0,Chongqing,Shaanxi,China,57.0,2025-01-24,4,56161,643.23,21706.6,480744,2023-08-19,524,74.564475,122,3,1.213511,138245,10
2003818,08/28/2012,2011-03-01,Unknown,2,Shenzhen,shang hai,IN,39.0,05-Oct-2024,10,29836,17766.53,54668.13,75622,2023-08-30,402,316.716258,601,6,1.881953,111836,6
2048336,22-Apr-2019,2022/08/04,Male,0,Hangzhou,Si chuan,China,22.0,2024-11-06,5,36092,61596.68,22483.91,157916,07/17/2024,112,37.879187,171,2,0.553147,365368,10
2049302,2019/04/07,13-Dec-2011,M,2,Chengdu ,Zhejiang,CHN,25.0,2024-09-03,5,30313,56373.05,1428.27,203599,04/15/2023,507,92.411605,125,0,0.927062,424532,4
2022128,2013/08/30,2006/11/08,F,3,Shanghai,Guangdong,IN,36.0,18-Jun-2025,5,43340,5512.72,35244.04,120951,2024-10-03,258,187.535872,289,6,1.218665,187619,9
2040427,19-Jun-2019,06/06/2020,,0,guangzhou ,Guang dong,CN ,38.0,19-Aug-2025,5,55795,1977.06,27953.81,251141,05/20/2024,456,23.069182,479,5,1.16019,346114,16
2031433,2012-09-17,10/03/2007,male,0,Beijing,shang hai,United States,22.0,2025-03-12,9,24270,16466.86,4025.92,188207,15-Oct-2023,514,105.941032,141,2,1.269539,374931,7
2060870,09-Mar-2024,05/14/2010,F,3,Hangzhou,Shanghai,China,37.0,10/06/2024,6,46049,45029.89,82035.89,282575,02/18/2023,596,12.450883,253,2,0.792467,18307,11
2023675,2011-06-05,13-Oct-2023,Male,1,beijing,Zhe jiang,CN ,38.0,2025-06-02,9,36934,66155.05,7793.36,4887,19-Aug-2024,287,37.82302,747,2,1.069149,184783,11
2053975,2015/04/25,14-Dec-2014,female ,3,Shenzhen,Guangdong,CN,,2024-06-06,2,37900,45940.03,77016.54,337887,28-Aug-2023,283,253.795239,215,3,0.890254,199040,15
2026380,2010-08-12,09/10/2011,Male,0,Guangzhou,bei jing,CN ,39.0,18-Oct-2025,3,31440,21353.15,97869.55,49355,10/17/2025,1,77.992349,201,1,1.67802,168534,9
2026872,2016-01-25,11/11/2012,Unknown,0,guangzhou ,Sichuan,India,30.0,2024-04-12,7,15348,62924.39,48140.47,142453,2024-01-09,94,97.622773,58,2,1.155757,300305,10
2031059,2020/08/05,2005/02/25,Female,0,,,CHN,38.0,2024-07-14,5,272,1537.01,56284.62,256369,28-May-2024,47,116.634104,83,2,2.410718,213891,12
2058346,2017/02/24,14-Dec-2022,male,0,,Si chuan,CN ,38.0,29-Apr-2025,5,55691,55018.95,17597.05,175693,01/24/2024,461,105.211654,440,5,0.863219,93768,9
2029871,2020/12/31,10/14/2010,male,1,Shenzhen,bei jing,cn,31.0,2025-07-11,3,36441,1886.79,63946.93,514695,2023-11-21,598,1.927035,474,7,1.496769,146312,11
2030031,07-Jan-2016,28-Nov-2013,Female,1,Hangzhou,Guangdong,CN,19.0,2024-03-23,7,22916,1484.56,56056.57,232607,2023-05-29,299,33.601612,103,3,1.254054,238797,7
2017380,08/06/2014,16-Aug-2012,female ,0,Hangzhou,,CN,,2025-06-03,2,1919,52356.25,64024.54,599129,2024-06-27,341,160.99552,3,5,1.033431,223806,11
2036079,2017/09/08,16-Jul-2024,Female,0,Shenzhen,,US,22.0,2025/10/04,6,56076,32766.98,20554.78,192374,2023-11-18,686,81.733935,742,1,1.091515,77692,8
2060897,15-Nov-2018,08/03/2013,male,2,Chengdu ,,India,32.0,2024/11/22,3,10150,68306.59,112849.45,224844,2023-11-22,366,57.997201,588,3,1.077719,285614,9
2055539,2022-09-02,2023/05/12,F,0,guangzhou ,Zhejiang,IN,48.0,01/03/2025,10,24342,52796.04,35003.91,136299,2023-06-12,571,63.643324,421,2,1.243538,190209,8
2045177,2022-06-27,10/23/2008,,0,Shenzhen,Shanghai,China,44.0,24-Jul-2025,7,35618,53013.76,1959.42,106796,2024-04-11,469,103.918722,172,3,0.024172,236112,9
2021514,2019-04-12,2005/06/11,F,0,Chongqing,,,35.0,2024-05-18,2,45447,4235.0,24719.68,191962,2023-10-01,230,244.960367,531,4,1.927107,561281,7
2012376,10-Jul-2022,08/22/2018,Male,2,Hangzhou,Si chuan,IN,39.0,06/25/2025,5,36274,62632.33,34304.63,240793,06-Dec-2024,201,123.35898,416,1,0.008017,326610,9
2023268,01/25/2024,2018-06-10,male,0,wuhan,Zhejiang,China ,36.0,07/18/2025,4,46776,48740.21,41945.63,542120,2025-05-07,72,226.14382,102,2,1.521197,89584,11
2058600,12/05/2016,2017-03-20,Male,2,beijing,Shanghai,United States,37.0,2025-05-23,8,10143,44872.06,41822.3,176123,02/24/2024,454,53.624776,544,2,0.810801,76368,10
2026552,11/06/2012,2020-10-10,Female,0,beijing,Shanghai,United States,43.0,2024/07/04,5,10601,62501.26,31545.99,9286,13-Aug-2023,326,122.694437,326,1,1.080354,424962,8
2028976,30-Jan-2023,04/21/2011,M,0,Shanghai,Chongqing,China ,,19-Jun-2024,5,2839,50583.64,36033.63,98599,01-Jan-2023,535,46.827834,271,2,0.927478,116686,14
2011831,28-Jul-2017,11-May-2019,Female,0,Shanghai,Chongqing,China,,2024/10/25,7,19923,18295.59,1498.1,105179,09-Apr-2024,199,104.233107,498,5,1.084997,345043,7
2022384,08/31/2022,2009-03-14,,3,Hangzhou,Zhe jiang,CN-PRC,28.0,08-Oct-2025,5,12772,20116.13,855.02,226646,08-Aug-2025,61,49.229395,421,1,1.384414,327371,10
2038478,2025/05/01,2023-06-11,,0,Nanjing,Zhejiang,US,38.0,17-Mar-2025,3,22975,25643.72,45887.94,476555,11/07/2023,496,12.397214,242,2,1.346739,308035,8
2058498,24-Jul-2010,2006-12-23,F,0,Wuhan,Guangdong,CN ,19.0,2025/02/05,6,49345,7365.24,9649.42,125318,12/13/2023,420,105.903575,383,0,1.00892,311332,5
2001242,2018-05-16,2016/04/23,,2,GUANGZHOU  ,Zhe jiang,IN,23.0,08/19/2024,5,32187,50130.55,47255.33,95423,03/31/2023,507,83.008789,174,6,0.77109,348565,14
2033800,2011/10/22,04-Apr-2010,M,0,Beijing,Zhe jiang,China ,33.0,2024-05-09,6,23382,19860.11,8595.4,204699,07/06/2022,673,155.947816,383,3,0.680774,81635,9
2024692,03/01/2013,02/24/2012,female ,1,,Zhe jiang,CN,31.0,2024/02/28,3,45808,15773.56,36587.0,323765,2023-08-06,206,50.36699,114,2,0.183761,304270,9
2048337,2020/01/22,2016/06/10,Male,0,Shenzhen,,cn,33.0,2025/07/13,2,35548,13154.32,19918.45,377250,2024-12-28,197,246.386073,358,3,0.099238,221739,6
2023374,01-Jun-2024,2011-03-17,,1,Hangzhou,,China ,21.0,01-Oct-2024,5,2390,81016.94,35850.42,137518,02-May-2024,152,124.500989,245,7,1.474002,190026,16
2002566,21-May-2016,29-Mar-2005,M,0,Beijing,Chongqing,CN ,44.0,08/21/2025,6,26186,49211.6,11812.94,83302,2024-02-24,544,147.475824,358,5,1.22812,281355,10
2018883,2019/07/11,2024-02-14,F,1,Nanjing,,US,33.0,2024-07-30,4,31719,44718.41,56783.94,194296,15-Oct-2023,289,83.058505,21,3,1.327754,158330,8
2045911,2014/11/29,2020/06/03,F,0,Shenzhen,Guang dong,India,43.0,07/21/2025,5,24541,70121.4,42107.63,372013,18-Feb-2024,519,196.407799,56,3,0.773791,532424,9
2012921,2016/12/02,2018/12/18,female ,2,Wuhan,Guang dong,India,18.0,05/18/2025,3,39407,7838.35,43484.19,39179,09-Jan-2025,129,9.945642,193,3,0.320967,389406,8
2038271,23-Aug-2020,2017/09/01,F,3,SHANGHAI,Jiangsu,CN ,43.0,2024-07-22,3,7744,4682.79,41736.76,280762,05/05/2023,444,60.772027,246,3,1.256663,176783,8
2049322,07/31/2012,11/23/2010,M,1,Shanghai,Jiangsu,CN ,23.0,12-Apr-2024,8,23070,105254.99,43850.81,312654,2023-08-07,249,84.931446,153,2,0.449032,212725,12
2005996,14-Mar-2016,11-Feb-2009,female ,1,,Chongqing,CHN,37.0,2025-06-12,1,19393,36757.16,30976.47,288442,06/17/2024,360,95.962547,518,4,0.52546,100326,7
2061372,01/10/2014,2007/09/18,female ,1,Guangzhou,Zhe jiang,CN ,27.0,2024-02-21,8,56114,79137.33,26079.97,182414,12/06/2022,442,176.272826,372,1,1.072259,17182,10
2029531,2020-12-16,03/30/2012,F,1,guangzhou ,Guang dong,IN,39.0,30-Jul-2025,4,34318,17880.36,12553.59,362749,17-Dec-2024,225,174.152133,112,5,1.069465,81349,8
2027642,2024-11-26,2010-06-26,female ,0,Xian,Guangdong,China Mainland,41.0,2024/04/09,3,8900,26711.88,82726.63,50342,2023-05-03,342,55.57835,509,3,0.764651,59008,7
2009183,10/03/2025,11-May-2023,Male,0,,Zhe jiang,CN ,24.0,05/25/2025,5,31797,64201.2,8600.86,512911,10-Dec-2024,166,91.748882,304,0,0.884012,362714,14
2043972,31-Jul-2019,11/12/2010,male,0,Wuhan,Beijing,China,27.0,20-May-2024,5,30761,78185.15,15200.39,123914,08/01/2022,658,154.369837,494,3,1.389562,292041,10
2032438,2012-07-26,2015-08-05,male,3,Wuhan,Beijing,China ,30.0,2025-01-13,5,74172,7339.35,8233.32,428679,15-Mar-2024,304,331.790558,264,1,1.502629,41977,10
2051071,29-Jun-2012,06/18/2021,male,0,Xian,Hubei,CHN,22.0,2024/08/20,3,20540,41568.11,8676.82,259416,2024-05-25,87,84.690545,378,3,1.329083,116979,8
2052974,2012-01-01,2012-09-26,Female,0,Xi'an,Guang dong,cn,38.0,2024-11-17,5,29869,62350.75,2037.19,166196,2024-09-28,50,104.344175,290,2,0.471797,59614,10
2038861,2010-09-04,11/19/2013,Female,0,Chengdu,Sichuan,China ,65.0,05-Aug-2024,5,44533,?,29244.98,466371,13-Apr-2023,480,112.988228,220,2,0.358945,78220,11
2001200,01/28/2012,22-Feb-2010,,0,Chongqing,Hubei,CN ,46.0,01/08/2025,4,37278,86077.19,16314.49,259928,13-Sep-2024,117,153.401521,582,1,0.369852,129507,13
2061509,16-Apr-2018,11-Aug-2024,Male,0,Chongqing,Guang dong,CHN,35.0,2024-01-22,5,24386,31955.51,47922.13,212579,11/16/2023,67,181.580462,63,3,0.523891,338674,14
2032327,08/30/2017,20-Sep-2023,,1,Xian,Zhe jiang,United States,32.0,2025-04-19,6,52587,18711.44,44096.51,215132,21-Aug-2024,241,233.253098,195,2,0.232741,213444,8
2058817,2014/07/30,08-Mar-2016,F,0,Beijing,,US,30.0,06-Apr-2024,6,27838,60504.65,52712.4,186175,05/04/2023,338,72.693535,582,1,0.963704,312796,9
2001693,2022/05/09,19-Nov-2015,F,0,SHANGHAI,,CN,58.0,2024/07/06,8,44622,16138.66,2600.07,87747,21-Aug-2022,685,80.875269,375,4,0.269984,331763,12
2024862,2016/07/27,2011-05-04,Female,1,guangzhou ,Zhe jiang,United States,34.0,2024-04-16,5,30701,38579.47,107782.18,355069,21-Aug-2023,239,305.582001,390,5,1.405295,198221,10
2034478,2022-01-11,2023-08-08,Male,0,Shanghai,Guang dong,India,45.0,2024/05/19,4,12334,14096.2,10794.26,141105,2023-12-28,143,89.018031,344,6,1.052736,172537,16
2044593,17-Feb-2013,2012-12-19,M,0,Nan jing,Guangdong,IN,45.0,2025/10/22,5,23510,101552.75,83417.52,247696,2024-03-13,588,186.550338,195,3,1.198684,215564,9
2051577,09/02/2025,02/06/2005,Female,0,Chongqing,Guangdong,IN,37.0,2025-04-24,8,59422,14985.23,7572.85,61453,08-Jan-2025,n/a,55.473582,568,6,1.117436,295177,10
2049979,26-May-2015,2019-11-09,Unknown,1,wuhan,Chongqing,CN,41.0,2024/08/31,6,28145,78452.84,45239.78,267091,04/29/2024,124,38.056962,62,1,1.082065,270463,12
2038419,01-Oct-2021,2016-04-25,Female,0,Nan jing,Beijing,CHN,43.0,18-Oct-2025,5,43586,59548.48,8604.62,476362,12/09/2024,313,162.81159,98,3,0.403547,252138,12
2004436,11-Mar-2010,2015-06-06,F,0,Nanjing,Shanghai,China ,36.0,12-Sep-2024,6,47593,2216.03,46381.95,1206,2023-03-31,531,22.159669,43,1,0.695698,223081,9
2049887,09/20/2016,2025-03-05,Unknown,0,Xi'an,Zhejiang,IN,30.0,10-Jul-2024,5,39035,53377.17,53781.73,388111,06-Jul-2023,370,130.49828,181,4,1.693276,84668,11
2062246,2018-11-23,02/25/2020,Male,1,,Chongqing,United States,43.0,14-Nov-2024,7,9796,19405.97,11856.02,171681,28-Aug-2023,444,17.147688,500,2,0.009256,258074,9
2014824,2016-08-28,2019-05-12,F,0,Xi'an,Sichuan,United States,55.0,06/06/2024,3,50004,113541.97,9163.75,518290,24-Jan-2024,134,21.260901,163,4,1.573687,541419,10
2028640,03/28/2018,04/24/2022,F,0,Chongqing,Chongqing,IN,44.0,2025-08-15,5,29662,518.06,58585.67,461507,07/18/2024,393,72.206813,386,1,1.218075,66821,8
2032229,23-Sep-2024,2009-02-10,Male,1,beijing,Jiangsu,China ,41.0,09-Oct-2024,4,22083,25879.12,14439.07,354470,2023-06-08,489,205.911734,311,5,1.716425,32510,15
2050631,2019-10-24,2024-05-11,female ,0,Chong qing,Zhejiang,US,30.0,08/28/2025,4,28315,6483.56,13221.8,230524,24-Jan-2025,216,96.573132,160,2,0.666699,135525,12
2046796,02/17/2018,2011-02-22,male,0,wuhan,shang hai,China,47.0,28-Jun-2025,3,21631,23707.08,49462.64,162331,19-Dec-2023,557,102.347131,188,5,0.525091,222512,15
2051271,07/19/2012,11/23/2008,Female,1,Chong qing,bei jing,IN,49.0,2024-02-22,7,18390,13170.69,56097.3,48644,2023-08-26,180,19.135274,339,3,1.151973,22609,6
2032481,04/21/2015,11/13/2007,Female,0,Shenzhen,Hubei,India,55.0,2025/06/16,4,18907,72462.84,46259.04,242980,2023-08-22,664,117.806496,216,3,1.107244,19007,15
2043302,2021-04-18,2014-01-18,Male,1,Xi'an,Chongqing,China,46.0,2024-12-19,3,22395,12179.33,36392.28,202527,2024-08-19,122,280.776134,438,3,1.184334,300944,8
2043249,12/22/2017,27-Jun-2013,Male,0,wuhan,bei jing,CN ,40.0,31-Aug-2024,5,36667,14283.97,72109.36,245399,25-May-2024,98,56.517971,184,2,1.313489,83719,13
2009014,24-Nov-2023,2024/07/11,,0,guangzhou ,bei jing,China,55.0,11/09/2025,2,54266,12447.83,24370.97,5313,2025-07-14,118,94.620162,492,2,1.488716,266280,5
2054673,2012/04/18,2009/10/19,male,2,wuhan,shang hai,CHN,26.0,2024-03-20,7,65089,44959.5,59158.78,200057,01/27/2024,53,145.191986,239,3,0.69425,455021,11
2002989,2020/04/21,07/28/2011,Male,1,wuhan,shang hai,China,,2024/12/02,3,11667,85864.79,14290.03,321269,26-May-2023,556,115.031996,152,4,0.536014,27594,10
2002690,26-Nov-2017,2020/12/03,F,0,wuhan,Chongqing,CN,45.0,2024/02/29,10,37904,51218.15,66430.35,381647,12/03/2023,88,49.192444,343,2,1.361104,283331,3
2059329,2011/11/21,2025/03/17,,0,Guangzhou,Shaanxi,United States,50.0,2024/06/22,4,28802,74917.26,13497.44,110763,2024-02-01,142,119.867473,238,2,0.912696,417272,8
2045298,2010/07/17,2020-07-03,,0,Beijing,Shanghai,United States,53.0,2025-04-26,10,4461,95.9,57339.55,252298,01-Nov-2023,542,30.03662,320,1,1.725697,134503,4
2049086,03/24/2015,04/11/2009,male,2,Xian,Shanghai,cn,54.0,11/22/2025,2,14444,?,20230.39,237874,05-Feb-2024,656,107.218499,282,4,1.091109,527196,14
2016953,04/03/2010,2011/01/07,Female,1,Beijing,Guangdong,IN,39.0,2025-07-26,6,9391,20083.71,2679.5,120425,22-Jul-2024,369,166.68249,521,1,1.188374,215542,10
2032883,19-Sep-2018,07/12/2021,,1,Wuhan,Guangdong,cn,30.0,04-Apr-2025,4,11891,49567.13,47578.83,34770,04-Nov-2023,517,143.037535,745,5,0.446623,59063,10
2046536,2014-08-17,2020-04-11,male,3,Nan jing,,China,21.0,25-Jul-2025,4,84139,49493.88,31999.38,420239,05/23/2025,63,21.770873,291,4,1.219535,279867,12
2009530,2023-10-28,08-Jan-2022,Unknown,3,Chongqing,,China,53.0,2024-01-24,5,44904,61024.16,990.94,196763,2022-10-30,451,78.94942,54,1,0.512259,299665,10
2015410,2011/03/28,2020-11-01,Female,0,Guangzhou,Sichuan,IN,38.0,2025/07/27,10,36693,17218.39,28751.81,296546,05/15/2024,438,148.864914,354,2,1.427188,236902,4
2023619,26-Apr-2018,12/18/2009,F,0,Xi'an,shang hai,,32.0,27-Dec-2025,6,30144,4784.66,90381.1,252268,2025-03-23,279,106.458473,370,0,1.163101,215957,15
2022593,09/26/2018,2007-07-07,Female,0,beijing,Si chuan,CHN,39.0,09/27/2025,7,21064,53457.09,21290.92,350189,03/12/2025,199,36.11605,432,0,2.648339,68272,15
2045225,2024-12-31,2021/06/13,Unknown,2,Wuhan,Zhe jiang,China,49.0,04/17/2024,3,39042,20431.06,39353.48,297214,11-Sep-2022,584,115.075829,268,4,0.569785,136569,11
2057069,11/09/2024,2005/07/18,Male,0,Shanghai,Shaanxi,cn,47.0,2025/02/26,5,10513,17598.55,52483.52,464606,12/23/2024,65,97.082851,153,6,0.459559,42036,13
2034528,2023/07/11,04-Jun-2008,Female,1,Chongqing,Guangdong,India,42.0,12/16/2024,7,39393,27126.93,40618.08,368949,09/25/2023,448,200.345307,609,6,1.743534,300551,11
2030887,21-Mar-2015,15-Aug-2015,female ,2,SHANGHAI,Si chuan,India,,2024-03-21,5,4740,36413.47,16861.4,388130,05/22/2023,304,238.723328,105,3,1.296403,228517,9
2052659,13-Jan-2015,07/09/2016,female ,0,SHANGHAI,Shanghai,cn,57.0,09/30/2025,4,20775,36650.99,91232.02,73471,22-Dec-2023,648,147.923061,342,3,2.092321,206178,10
2035766,2022/10/09,27-Jun-2005,Male,3,Hangzhou,,India,53.0,30-Apr-2025,0,1684,53057.8,95235.38,169209,07/15/2023,655,132.140544,385,5,0.777752,27204,11
2040599,2013-10-21,2025-05-04,,0,guangzhou ,,United States,39.0,2024-03-21,3,28200,3084.46,19098.75,49142,21-Apr-2022,700,63.53997,375,1,1.155957,144741,4
2041655,2013/10/27,10/19/2023,,1,Chengdu ,Si chuan,cn,30.0,03/06/2024,5,13473,5222.16,1272.03,450657,2022-10-17,506,90.451246,46,2,0.404056,314913,7
2025580,2018-10-20,09/25/2010,Male,3,Shenzhen,Guang dong,China,47.0,2024/04/19,5,33778,7607.2,1849.01,63479,09/06/2022,591,177.944493,156,5,0.868363,37599,19
2014801,2021-12-14,2013-11-10,Female,3,Xi'an,Hubei,China,18.0,03/16/2025,2,36687,36879.75,2284.59,158097,2024-07-12,247,22.319002,243,3,1.068409,45572,11
2031055,30-Jan-2020,2017/03/14,,0,Beijing,Beijing,India,32.0,2024-07-10,8,25907,24513.55,87732.88,223262,10/11/2022,638,30.997819,448,5,2.147106,86644,11
2024062,2017/09/22,2025-11-19,F,1,,Sichuan,cn,33.0,11-Dec-2024,3,23308,47992.4,40612.9,28399,22-Oct-2024,50,7.209017,253,5,0.656769,132458,8
2015099,03-Jul-2020,14-Aug-2016,,1,guangzhou ,Zhejiang,India,,2024/10/22,4,34768,5601.05,28059.76,14025,10-Dec-2022,682,23.081402,179,2,1.497165,186957,13
2020776,2024-03-20,2020/07/26,,3,Chengdu,Sichuan,CN,45.0,2025/01/23,6,63756,26382.99,28697.6,77951,03/14/2023,681,19.486208,422,1,0.570772,313435,7
2020056,2022/07/07,2017-11-26,Male,3,Hangzhou,,CN ,30.0,11-Nov-2024,5,16756,23107.43,5111.47,257563,2024-04-18,207,64.083337,487,0,0.628942,45693,8
2051522,2020-09-13,2006/05/06,female ,0,Shenzhen,,US,44.0,06/14/2024,5,26921,1606.0,45087.22,36370,2023-09-26,262,80.409721,558,2,0.75663,18381,15
2000553,01-Oct-2010,20-Nov-2023,,1,,,CN ,33.0,05-Apr-2025,7,18854,92390.36,32872.03,71261,2025-02-16,48,73.825139,74,6,0.79672,489485,9
2041504,2014/07/09,06-Nov-2009,F,1,Guangzhou,Chongqing,US,28.0,2025-02-15,8,27277,75748.35,27439.83,121011,2024-09-02,166,147.745155,453,2,0.455294,277446,12
2038003,02-Jul-2011,2008-01-21,female ,0,beijing,Guang dong,India,27.0,03-Apr-2024,1,10000,32386.07,21960.38,8611,17-Mar-2023,383,101.580627,510,4,0.461629,224862,10
2061934,2017-10-31,2017/05/17,,0,Hangzhou,shang hai,IN,52.0,08/05/2025,5,29464,75733.99,13053.35,141788,2024-05-23,439,110.297465,658,1,1.460852,61540,4
2012228,2024/07/22,03-Sep-2020,,0,Xian,Guang dong,China ,45.0,2025-03-02,8,54802,67776.46,6467.67,154389,04-Jan-2025,n/a,55.707382,460,2,0.503797,201870,12
2045289,10/26/2012,11-Apr-2015,Unknown,0,Shenzhen,,India,44.0,16-Sep-2024,7,11921,64895.8,3792.69,170,17-Jun-2023,457,111.124124,225,2,1.677781,238469,14
2011194,02/12/2012,2017/05/04,Unknown,1,Shenzhen,Zhe jiang,China,42.0,09/06/2024,7,3274,27828.99,15431.2,149648,23-Jun-2023,441,12.442463,586,1,1.571089,2356,6
2015096,2025/07/28,2009-06-24,Male,0,Nan jing,Jiangsu,China ,32.0,04/18/2024,9,64034,68146.24,26830.61,171068,2024-01-02,107,187.059946,45,2,1.671491,188690,10
2048704,06/02/2018,11/11/2023,Unknown,0,Shenzhen,Zhejiang,China ,31.0,2025-12-02,3,154,37337.65,37537.95,568123,29-Jul-2024,491,19.575697,218,4,1.437299,271656,7
2058011,2022/02/06,2016/05/06,M,0,Nanjing,,CN,30.0,07/11/2024,8,43243,26373.16,19162.68,245106,2023-07-17,360,127.104261,10,5,1.136513,412838,6
2009889,31-Mar-2019,12/17/2024,,0,Shanghai,Chongqing,US,,30-Dec-2024,4,45411,109335.26,10038.14,51878,05/13/2024,231,4.090448,20,2,0.49814,239142,6
2038913,03/12/2022,2018/09/10,Male,0,Beijing,Guang dong,United States,21.0,2024-03-03,7,28524,19667.43,18845.9,111389,19-Mar-2023,350,45.747174,203,1,1.223162,313674,12
2033607,20-May-2021,14-Feb-2021,F,1,wuhan,Zhe jiang,India,42.0,2024/04/26,9,22590,61323.9,32461.86,112782,03/31/2024,26,262.698125,283,2,1.231025,109379,16
2051172,02-Aug-2018,2015-11-01,Female,0,Xi'an,bei jing,CN,38.0,03/05/2025,6,63612,29427.91,60383.22,105046,21-Jan-2024,409,41.936659,162,1,1.265962,337873,7
2051911,01-Dec-2011,2023/05/04,Female,2,Hangzhou,Si chuan,India,43.0,05-Oct-2025,6,19049,67924.46,1038.62,91688,02/02/2024,611,105.648766,173,5,0.445697,298954,11
2027021,13-Dec-2012,07/26/2006,female ,0,Xi'an,Hubei,cn,30.0,2025-03-17,5,2275,134856.74,47888.67,9660,2024-12-14,93,33.282842,18,0,1.164129,47542,12
2016534,2011/09/03,2009/09/14,Unknown,0,,Beijing,CN,50.0,08/17/2025,2,5288,37099.56,17715.07,351860,2024-01-31,564,116.943888,196,1,1.442343,14275,6
2005244,07/21/2023,2020/06/15,F,3,CHONGQING ,Si chuan,cn,27.0,05/20/2024,8,36870,34309.49,73110.7,1691,2022-08-05,654,137.558123,322,1,0.449299,44466,15
2056461,2019/10/11,2016/03/19,Female,0,Guangzhou,bei jing,CN,42.0,10/12/2025,6,60094,13576.06,21436.88,311024,2024-04-06,554,96.978568,59,3,0.461137,242294,12
2000416,12/08/2015,08/18/2024,F,0,Nanjing,Shanghai,cn,45.0,2025/04/24,5,55553,5243.67,2660.91,249767,2023-08-13,620,184.489354,100,1,0.58409,288954,6
2054596,2015-12-01,07/06/2011,Male,1,Xi'an,Beijing,United States,30.0,2025/12/10,3,21136,21406.68,30803.69,235666,2025-11-20,20,58.178585,459,0,2.185005,216284,10
2023259,02/05/2017,23-May-2020,M,0,Hangzhou,Guang dong,China,51.0,2025-09-13,2,22377,4381.23,51549.35,197506,2025-03-24,173,159.237097,331,3,1.644084,116079,9
2051212,06/09/2022,2024/10/03,,3,SHANGHAI,Shanghai,India,38.0,06/14/2024,4,7371,34893.93,25393.52,219370,04/25/2023,416,126.167794,92,7,1.406425,464609,9
2006487,2023/09/11,2019-06-06,,3,Beijing,,China ,32.0,20-Feb-2025,9,37836,83456.53,16316.46,159152,2024-04-07,319,101.030475,372,1,1.217345,86606,12
2034931,02/14/2010,2010/12/17,female ,1,Chong qing,Guangdong,CN,47.0,2025/07/23,3,6520,89201.91,32520.29,115680,11/21/2024,244,183.817239,7,2,1.577685,336114,7
2013873,2013/01/07,2005-09-23,female ,1,Chong qing,Chongqing,US,47.0,15-Feb-2025,2,38778,36666.69,28466.27,132496,29-Nov-2023,444,107.289353,484,5,0.735653,102948,8
2008612,2021-09-18,2019/09/28,Unknown,3,Shanghai,Shanghai,India,27.0,09/28/2025,4,45282,33203.49,27100.49,336620,2025-02-07,233,215.125633,218,2,0.508784,73948,11
2008331,2018/09/24,01/08/2007,Female,1,SHANGHAI ,Zhejiang,CN ,49.0,2024-11-26,9,39122,21727.69,91473.11,319297,23-Sep-2023,430,111.103172,287,1,1.32076,27409,8
2008432,2019-04-10,2017/09/25,Unknown,1,Chong qing,,CHN,35.0,2024-04-18,7,13619,48235.97,62649.88,12551,11/04/2023,166,120.81587,237,5,1.36442,323177,17
2040424,02/11/2010,2012/01/17,Unknown,0,Chongqing,Zhejiang,China,37.0,11/29/2024,3,18281,117663.89,43326.2,435044,2023-04-29,580,141.121858,419,2,0.787408,231154,11
2050311,03/31/2018,2007-07-11,,0,Hangzhou,Guangdong,US,46.0,2024-09-26,5,12000,51129.51,6502.72,55577,2023-01-05,630,236.6634,672,3,0.140173,346783,15
2001433,25-Dec-2020,2009/09/05,Unknown,0,Nan jing,,cn,40.0,2024-03-05,4,35564,37597.98,51734.51,345017,18-Aug-2022,565,165.649387,128,4,0.68392,219369,14
2010616,2017-02-07,01-Nov-2005,male,1,Nan jing,Guangdong,China,31.0,06/07/2024,3,42213,32532.27,97508.03,302862,15-Aug-2022,662,3.579376,162,2,1.072191,42485,9
2042283,11-Feb-2011,2022-10-19,Male,0,Xi'an,Zhejiang,US,23.0,13-Dec-2024,5,11579,30061.11,48484.55,86574,05/10/2024,217,195.511018,277,3,1.546158,244636,9
2041932,08/17/2018,05/04/2020,Unknown,0,Hangzhou,Zhejiang,CHN,36.0,2025/01/30,9,11238,37011.79,35070.23,191182,11-Mar-2023,691,94.864065,326,3,0.690875,72916,8
2020300,19-Nov-2024,2011/10/16,,0,Shenzhen,Guangdong,IN,57.0,2025/06/22,3,592,77667.29,13123.41,40320,17-May-2024,401,44.098782,370,4,1.188007,35146,11
2029608,02/24/2010,2022-11-05,,1,Beijing,Shanghai,India,,2025/09/01,2,16417,17485.57,76340.38,321832,05/05/2024,484,14.921462,140,5,1.431485,222357,7
2039279,10/19/2020,31-Dec-2012,Unknown,3,Shenzhen,Zhe jiang,United States,30.0,25-Oct-2024,2,2310,85875.89,98206.0,305557,02-Mar-2024,237,231.190156,326,2,1.292155,467454,13
2056501,09/04/2018,2014/08/18,Unknown,0,Shenzhen,shang hai,China ,32.0,12-Apr-2024,6,176,84148.42,30265.71,185468,23-Sep-2022,567,65.296919,616,5,1.085668,43023,11
