MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2011775,2012-07-15,2015-07-03,M,2,Shanghai,Shanghai,India,21,2024-12-28,2,29578,50503,73067,24353,2024-01-22,103,87,203,2,1,360186,10,10.829807820047462,11.199145793396575,9.327379053088816,Young Adult,20k-50k
2019785,2018-01-23,2015-07-03,M,1,Shanghai,Shanghai,China,29,2024-12-28,5,56539,65613,18912,262139,2024-06-30,272,265,183,2,0,161822,8,11.091544366796663,9.847604795288454,16.278820596099706,Young Adult,200k+
2018051,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,China,24,2024-12-28,1,36590,24095,5476,240892,2024-01-22,677,144,234,3,1,272950,10,10.08980113059962,8.60831278478372,12.0,Young Adult,200k+
2008087,2018-01-23,2015-07-03,F,2,Guangzhou,Chongqing,China,44,2024-12-28,4,35277,11163,106432,363341,2023-05-23,250,51,97,4,1,232836,11,9.320449594656212,11.575270958178935,7.14142842854285,Adult,200k+
2050604,2023-08-10,2015-07-03,M,0,Wuhan,Shanghai,China,32,2024-12-28,6,21656,38501,66290,19051,2024-01-22,429,44,77,2,1,212163,7,10.55846546697857,11.101809420353215,6.6332495807108,Adult,5k-20k
2048423,2018-01-23,2008-04-01,M,0,Shanghai,Hubei,United States,25,2024-12-28,7,46802,35766,40763,65128,2024-01-22,630,98,403,4,2,194032,6,10.484780959571744,10.615554617948584,9.899494936611665,Young Adult,50k-100k
2053587,2018-01-23,2015-07-03,F,0,Shanghai,Jiangsu,China,23,2024-12-28,3,42819,8990,65258,232190,2024-01-22,357,181,270,1,1,137179,4,9.103979355984773,11.086119246707812,13.45362404707371,Young Adult,200k+
2032572,2018-01-23,2015-07-03,M,2,Shenzhen,Zhe Jiang,China,42,2024-06-11,5,26409,24315,14868,213775,2023-03-17,452,4,372,4,1,38531,11,10.098889848868613,9.607033787697222,2.0,Adult,200k+
2046999,2011-04-08,2015-07-03,M,1,Beijing,Shanghai,United States,33,2024-12-28,8,32214,119708,30408,246884,2024-01-22,694,158,509,1,1,310132,7,11.692819076689515,10.32249389621096,12.569805089976535,Adult,200k+
2027101,2018-01-23,2005-03-17,F,0,Shenzhen,Jiangsu,United States,44,2024-12-28,8,12520,4407,17156,245703,2024-01-22,476,114,450,0,1,130427,9,8.391176350832751,9.750161532583427,10.677078252031311,Adult,200k+
2033589,2018-01-23,2015-07-03,M,1,Shenzhen,Shanghai,China,34,2024-01-20,5,28362,10720,65371,173629,2022-03-27,664,63,63,1,1,243237,10,9.27995971385624,11.087849311212949,7.937253933193772,Adult,100k-200k
2036754,2018-01-23,2015-07-03,M,2,Shenzhen,Zhe Jiang,China,50,2024-12-13,9,44724,22852,30032,418105,2024-01-22,207,10,438,2,1,117102,6,10.036837678732883,10.310052056087594,3.1622776601683795,Middle Age,200k+
2059555,2018-04-02,2015-07-03,F,2,Xian,Guangdong,China,39,2024-12-28,6,49318,17253,106432,164619,2024-01-22,195,27,425,4,1,322281,6,9.755799279636523,11.575270958178935,5.196152422706632,Adult,100k-200k
2026860,2018-01-23,2015-07-03,M,1,Beijing,Zhe Jiang,China,61,2024-12-28,1,3944,63463,42701,409643,2024-01-22,282,67,225,2,1,316980,10,11.058228094981839,10.662001036527325,8.18535277187245,Senior,200k+
2062268,2018-01-23,2009-02-12,M,0,Chong Qing,Shanghai,India,22,2025-02-05,5,23584,11997,53480,382481,2024-01-22,304,89,94,2,0,264666,9,9.392495248213038,10.887081729619972,9.433981132056603,Young Adult,200k+
2032391,2021-02-25,2015-07-03,F,1,Guangzhou,Zhe Jiang,China,36,2024-12-28,5,46428,37477,56720,323707,2024-03-08,590,191,253,1,1,52146,12,10.531509373135611,10.94589979151604,13.820274961085254,Adult,200k+
2005211,2018-01-23,2015-07-03,M,2,Hangzhou,Shanghai,China,70,2024-12-28,5,13029,35149,84586,261438,2024-01-22,279,133,2,1,1,405468,3,10.46737989723881,11.345535869484145,11.532562594670797,Senior,200k+
2017752,2018-01-23,2015-07-03,M,0,Wuhan,Chongqing,United States,31,2025-11-11,6,41532,21879,13027,233714,2025-03-17,239,200,330,4,2,270279,10,9.993328256535918,9.474856166396124,14.142135623730951,Adult,200k+
2032254,2023-11-20,2007-08-13,M,1,Xian,Shanghai,China,52,2024-12-28,3,41709,53090,29128,180226,2024-01-22,582,59,447,1,1,163957,12,10.879762701339295,10.279489520493652,7.681145747868608,Middle Age,100k-200k
2013617,2017-09-23,2015-07-03,M,0,Chong Qing,Beijing,India,54,2024-12-28,3,24881,81286,43910,205968,2024-01-22,261,35,34,4,1,251754,10,11.305741381151263,10.689920137152056,5.916079783099616,Middle Age,200k+
2041791,2018-01-23,2015-07-03,F,0,Wuhan,Shanghai,China,57,2024-12-28,3,7725,40479,14597,14618,2024-01-22,424,65,486,3,1,132950,10,10.608563303961347,9.588639812011577,8.06225774829855,Middle Age,5k-20k
2054563,2018-01-23,2015-07-03,M,0,Chong Qing,Beijing,China,38,2024-12-28,6,38176,33371,82228,55962,2024-01-22,39,103,463,5,1,265294,13,10.415472504021965,11.317263316879199,10.14889156509222,Adult,50k-100k
2012078,2024-07-29,2015-07-03,M,1,Nanjing,Shanghai,China,41,2024-12-28,4,10319,67358,76655,208833,2024-01-22,682,115,433,3,1,169407,9,11.11779180320031,11.247083159122903,10.723805294763608,Adult,200k+
2044489,2018-01-23,2015-05-27,F,2,Nanjing,Chongqing,China,44,2024-03-15,5,53510,2931,36731,135753,2022-11-14,487,2,283,5,1,440502,10,7.983440063006542,10.511403588733414,1.4142135623730951,Adult,100k-200k
2047445,2018-01-23,2011-09-14,F,1,Shenzhen,Shanghai,United States,62,2024-12-28,2,46258,9051,10866,122851,2023-06-10,241,86,718,2,1,221418,13,9.110741006753427,9.293485953062852,9.273618495495704,Senior,100k-200k
2013159,2018-01-23,2015-07-03,F,2,Chong Qing,Beijing,India,52,2024-12-28,5,70437,1574,1216,351966,2024-01-22,297,81,831,3,1,210872,4,7.362010551259734,7.104144092987527,9.0,Middle Age,200k+
2022167,2018-01-23,2015-07-03,M,0,Wuhan,Shanghai,China,61,2024-12-28,3,34326,54418,13887,351956,2024-01-22,113,64,286,1,1,172415,16,10.904468636571197,9.538780436900131,8.0,Senior,200k+
2025725,2018-01-23,2015-07-03,F,1,Wuhan,Guangdong,India,36,2024-12-28,4,55311,24412,59846,271228,2024-01-22,417,248,369,3,0,81856,12,10.102871056285998,10.999546584416521,15.748015748023622,Adult,200k+
2009508,2021-10-28,2015-07-03,M,1,Shenzhen,Zhe Jiang,China,37,2024-01-02,6,59824,21817,1040,474759,2024-01-22,637,199,349,4,1,174172,13,9.990490596157702,6.947937068614969,14.106735979665885,Adult,200k+
2060259,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,India,35,2024-12-28,7,60252,36181,32701,261460,2025-01-23,106,158,416,2,1,93888,10,10.496317036581207,10.395191517094531,12.569805089976535,Adult,200k+
2060720,2018-01-23,2015-07-03,F,1,Xian,Zhe Jiang,China,36,2024-12-28,3,25789,18941,34731,168471,2024-01-22,90,164,169,5,1,367924,6,9.849136957786047,10.455416731180536,12.806248474865697,Adult,100k-200k
2029634,2018-01-23,2014-10-02,M,1,Wuhan,Shanghai,China,33,2024-12-28,8,45393,27012,106432,173680,2025-02-04,187,19,398,5,1,249050,9,10.204073510592933,11.575270958178935,4.358898943540674,Adult,100k-200k
2025936,2022-10-21,2015-07-03,M,0,Chengdu,Si Chuan,China,28,2024-12-28,6,51118,71216,70725,386239,2024-01-22,437,69,352,2,1,245898,8,11.173486832945413,11.166568535341638,8.306623862918075,Young Adult,200k+
2018207,2018-01-23,2015-07-03,M,1,Shenzhen,Shanghai,China,39,2025-07-31,3,30266,52398,13805,75847,2024-03-03,515,111,408,0,2,379725,10,10.866642786157566,9.53285855926342,10.535653752852738,Adult,50k-100k
2016588,2023-11-28,2015-07-03,M,0,Hangzhou,Guangdong,India,39,2024-12-28,5,11991,11306,24942,360724,2024-01-22,48,22,38,3,1,279976,12,9.333177281935246,10.124348500692786,4.69041575982343,Adult,200k+
2019298,2024-08-25,2015-07-03,F,1,Chengdu,Jiangsu,China,50,2025-12-27,5,45725,46603,75644,294522,2024-07-03,542,114,27,3,1,42455,16,10.749441653339831,11.233806623178936,10.677078252031311,Middle Age,200k+
2035915,2023-03-19,2015-07-03,M,0,Shenzhen,Shanghai,India,21,2024-03-30,5,30253,19373,7844,77468,2023-04-08,357,61,205,1,1,78899,13,9.871687239986331,8.967631665167133,7.810249675906654,Young Adult,50k-100k
2057340,2018-01-23,2015-07-03,M,2,Shanghai,Si Chuan,India,36,2024-12-28,6,68933,123524,33825,65864,2024-01-22,221,160,344,4,1,156088,10,11.724198843713951,10.428985016533987,12.649110640673518,Adult,50k-100k
2052699,2018-01-23,2015-07-03,F,0,Xian,Zhe Jiang,China,37,2024-12-28,8,357,46129,378,358439,2024-01-22,162,113,63,2,1,230068,10,10.739218776551866,5.937536205082426,10.63014581273465,Adult,200k+
2005721,2018-01-23,2015-07-03,M,0,Xian,Hubei,China,19,2024-12-28,6,13852,25983,10213,58349,2024-01-22,454,13,382,3,1,379641,10,10.165236242961404,9.23151460720759,3.605551275463989,Young Adult,50k-100k
2010374,2018-01-23,2015-07-03,M,0,Shanghai,Shanghai,China,51,2024-12-28,8,51319,2036,21777,176038,2024-01-22,40,98,249,4,1,53718,9,7.619233416226805,9.988655564906006,9.899494936611665,Middle Age,100k-200k
2061389,2018-01-23,2015-07-03,M,2,Chengdu,Si Chuan,China,34,2025-04-21,3,9009,70678,22734,431816,2024-01-22,523,57,144,4,1,256045,5,11.165903778059635,10.031660866259111,7.54983443527075,Adult,200k+
2024733,2018-01-23,2015-07-03,M,0,Hangzhou,Shanghai,China,19,2024-03-22,5,10108,1501,9846,190288,2024-01-22,580,1,238,4,1,317290,13,7.31455283232408,9.194922119247803,1.0,Young Adult,100k-200k
2010329,2018-01-23,2015-07-03,F,0,Chengdu,Shanghai,India,46,2024-12-28,3,34891,100117,42929,115281,2025-02-17,21,116,263,3,1,314042,6,11.514104769317422,10.667326161218606,10.770329614269007,Middle Age,100k-200k
2057890,2021-01-09,2019-03-02,M,0,Guangzhou,Shanghai,China,70,2024-12-28,3,40869,35506,35911,291426,2024-01-22,72,1,258,3,1,52089,16,10.477485139124067,10.488826780461768,1.0,Senior,200k+
2031949,2018-01-23,2015-07-03,M,1,Chong Qing,Guangdong,China,22,2025-05-07,4,34141,55947,60223,269990,2025-03-08,60,171,38,2,1,320287,10,10.932177966899195,11.005826222945052,13.076696830622021,Young Adult,200k+
2025705,2018-01-23,2011-09-08,M,0,Beijing,Jiangsu,United States,41,2024-12-28,4,32692,61966,47845,461539,2024-01-22,481,174,143,5,1,204650,8,11.034357264263106,10.775742798820527,13.19090595827292,Adult,200k+
2029520,2018-01-23,2015-07-03,M,1,Shenzhen,Chongqing,China,47,2024-12-28,1,13434,65434,18800,286326,2024-01-22,279,54,338,3,1,162706,11,11.088812562489581,9.841665338892785,7.3484692283495345,Middle Age,200k+
2042084,2018-01-23,2015-07-03,F,2,Wuhan,Guangdong,China,34,2024-12-28,3,18438,13683,29240,108402,2024-01-22,383,235,265,2,2,7092,13,9.523982546097495,10.28332711300532,15.329709716755891,Adult,100k-200k
2059722,2011-09-15,2015-07-03,F,0,Chong Qing,Shanghai,China,34,2024-12-28,6,34960,5237,79559,402449,2024-01-22,637,40,344,2,1,233633,9,8.563695025067657,11.28426673296791,6.324555320336759,Adult,200k+
2062069,2016-11-28,2020-05-03,M,0,Beijing,Jiangsu,China,29,2024-12-28,8,20578,119667,1216,116546,2024-01-22,387,32,619,3,1,292677,10,11.692476520801515,7.104144092987527,5.656854249492381,Young Adult,100k-200k
2028444,2018-01-23,2005-07-17,M,1,Shenzhen,Si Chuan,China,35,2024-12-28,3,8739,9421,26954,169193,2024-01-22,631,62,324,5,1,167964,12,9.150802659259986,10.20192408788577,7.874007874011811,Adult,100k-200k
2060289,2018-01-23,2015-07-03,M,1,Beijing,Shanghai,China,38,2024-12-28,5,28558,40767,15919,186543,2024-01-22,527,53,583,5,1,175592,9,10.615652738931836,9.675331459398373,7.280109889280518,Adult,100k-200k
2000285,2018-01-23,2015-07-03,M,1,Hangzhou,Guangdong,India,38,2024-12-28,3,41820,76961,40978,1312,2024-01-22,609,92,146,5,1,82938,13,11.251067072527906,10.620815019347765,9.591663046625438,Adult,0-5k
2027040,2018-01-23,2007-01-01,M,2,Shenzhen,Guangdong,United States,39,2024-12-28,6,22051,9292,22990,26119,2024-01-22,685,118,14,4,1,198764,5,9.13701670755734,10.042858113983936,10.862780491200215,Adult,20k-50k
2038339,2018-01-23,2009-02-26,M,0,Chong Qing,Guangdong,India,28,2024-12-07,8,37165,4767,33551,100310,2024-01-22,290,45,657,1,1,215863,12,8.469682208745185,10.4208517531417,6.708203932499369,Young Adult,100k-200k
2049783,2018-01-23,2015-07-03,F,2,Nanjing,Shanghai,United States,49,2024-12-28,5,37194,40841,973,313404,2024-01-22,240,159,562,3,1,101824,8,10.617466242676006,6.881411303642535,12.609520212918492,Middle Age,200k+
2049292,2018-01-23,2020-11-18,F,1,Chong Qing,Jiangsu,United States,39,2024-12-28,5,52054,7966,48794,122603,2024-01-22,290,292,123,3,1,90636,9,8.983063289380366,10.795383127575562,17.08800749063506,Adult,100k-200k
2054751,2018-01-23,2015-07-03,M,0,Beijing,Jiangsu,India,35,2024-09-09,10,2322,30526,75158,157493,2024-01-22,394,14,85,1,1,447623,16,10.32636681689808,11.227361148489448,3.7416573867739413,Adult,100k-200k
2007591,2018-01-23,2015-07-03,M,0,Xian,Shanghai,India,30,2024-12-28,7,24721,73632,15113,53222,2023-08-11,630,220,44,3,2,226880,13,11.206848573794588,9.623376745580666,14.832396974191326,Young Adult,50k-100k
2019319,2018-01-23,2015-07-03,M,2,Shenzhen,Guangdong,United States,34,2024-12-28,8,18961,32976,15652,515856,2023-12-17,84,155,237,7,1,160523,12,10.403565627755354,9.658417870888224,12.449899597988733,Adult,
2041441,2018-01-23,2015-07-03,M,2,Shanghai,Zhe Jiang,United States,44,2024-12-28,7,38117,1862,12127,213780,2024-01-22,563,108,397,4,1,117242,10,7.529943370601589,9.403272107882152,10.392304845413264,Adult,200k+
2022901,2018-01-23,2025-03-04,M,0,Chong Qing,Si Chuan,China,26,2024-12-28,6,12568,30731,14732,513812,2023-11-27,123,61,433,4,0,252732,10,10.333059735987526,9.597845154707354,7.810249675906654,Young Adult,
2035768,2013-07-26,2015-07-03,M,0,Nanjing,Chongqing,China,37,2025-12-20,5,18793,11111,2100,266102,2024-01-22,424,35,46,4,1,182852,14,9.31578088443418,7.650168700845001,5.916079783099616,Adult,200k+
2021572,2018-01-23,2012-04-07,M,0,Hangzhou,Shanghai,China,38,2024-12-28,3,5150,12479,11750,100164,2024-01-22,42,192,555,1,1,247293,11,9.43188264192342,9.371693622333941,13.856406460551018,Adult,100k-200k
2042228,2018-01-23,2018-07-07,M,1,Chengdu,Si Chuan,India,39,2024-07-04,4,32347,66009,5729,259980,2024-01-22,123,134,468,5,0,301612,9,11.097561524682817,8.653470809708786,11.575836902790225,Adult,200k+
2040532,2018-01-23,2015-07-03,M,0,Xian,Shanghai,China,29,2024-05-25,5,23017,25626,70905,165830,2024-01-22,375,61,271,7,1,259787,9,10.15140176217555,11.169110335173754,7.810249675906654,Young Adult,100k-200k
2012196,2018-01-23,2006-12-06,M,0,Guangzhou,Beijing,China,43,2025-05-15,2,28128,60072,74687,349382,2024-01-22,535,282,579,6,1,184766,15,11.003315768331802,11.221074715646228,16.792855623746664,Adult,200k+
2019426,2018-01-23,2025-09-27,M,0,Nanjing,Jiangsu,China,56,2024-12-28,4,64563,24956,106432,410850,2024-01-22,460,20,307,3,1,153798,10,10.124909622951998,11.575270958178935,4.47213595499958,Middle Age,200k+
2022733,2014-01-14,2015-07-03,M,0,Chengdu,Si Chuan,China,50,2024-12-28,6,8222,15257,27666,47536,2024-03-12,52,77,480,2,2,279414,12,9.632859234650175,10.227995646230818,8.774964387392123,Middle Age,20k-50k
2039169,2018-01-23,2015-07-03,M,2,Wuhan,Beijing,China,45,2024-12-28,4,80137,123524,10112,216829,2024-01-22,501,14,120,1,1,224631,10,11.724198843713951,9.221577003902171,3.7416573867739413,Adult,200k+
2057470,2018-01-23,2007-11-11,M,2,Xian,Guangdong,United States,53,2024-12-28,2,35521,54739,68993,435858,2024-01-22,478,215,135,5,1,39369,13,10.91034998259467,11.14177482327672,14.66287829861518,Middle Age,200k+
2039040,2018-01-23,2015-07-03,M,2,Nanjing,Jiangsu,China,47,2024-12-28,7,42530,71146,50314,120444,2023-08-09,606,70,604,4,1,513934,12,11.172503438187732,10.826058522367434,8.366600265340756,Middle Age,100k-200k
2010646,2021-01-15,2015-07-03,M,0,Nanjing,Guangdong,India,40,2025-12-20,8,42147,52834,46036,318336,2024-01-22,257,168,104,5,1,36117,11,10.87492912887513,10.737200699982965,12.96148139681572,Adult,200k+
2023423,2017-01-29,2015-07-03,M,0,Shanghai,Jiangsu,India,35,2024-12-28,3,20730,34225,20878,394616,2022-06-20,699,51,323,2,1,37588,9,10.440740868137397,9.946499148129375,7.14142842854285,Adult,200k+
2051393,2017-11-08,2015-07-03,F,1,Chong Qing,Zhe Jiang,China,28,2024-12-28,9,46888,62843,35985,251521,2024-01-22,111,224,593,2,1,342405,10,11.048410744067487,10.490885252912465,14.966629547095765,Young Adult,200k+
2062422,2018-01-23,2014-08-24,M,2,Nanjing,Shanghai,United States,42,2024-12-28,3,24525,89458,87023,122892,2024-01-22,638,22,512,1,1,69392,10,11.401535698744171,11.373939221662742,4.69041575982343,Adult,100k-200k
2041796,2018-01-23,2015-07-03,F,1,Guangzhou,Zhe Jiang,United States,70,2025-12-30,5,42190,49471,23813,24041,2024-12-19,376,53,249,3,1,57914,13,10.809162131947094,10.07802892201112,7.280109889280518,Senior,20k-50k
2011031,2018-01-23,2015-07-03,F,0,Shanghai,Hubei,United States,45,2024-12-28,3,41725,12186,104744,249233,2024-01-22,104,111,300,2,1,18272,4,9.408125088823502,11.559284103948245,10.535653752852738,Adult,200k+
2042074,2016-06-01,2011-05-28,M,1,Chengdu,Zhe Jiang,China,41,2024-12-28,6,34808,58854,7651,327243,2024-01-22,426,113,455,0,0,61685,7,10.98283207084658,8.942722330560143,10.63014581273465,Adult,200k+
2033425,2018-01-23,2015-07-03,M,0,Beijing,Chongqing,China,32,2024-12-28,6,53171,123524,46302,295239,2024-01-22,89,91,504,4,1,279462,11,11.724198843713951,10.742962032791647,9.539392014169456,Adult,200k+
2029573,2024-11-14,2015-07-03,F,1,Xian,Guangdong,United States,48,2024-12-28,7,28574,78706,24385,19153,2023-11-24,67,152,35,3,1,269703,13,11.273487375812225,10.10176447612021,12.328828005937952,Middle Age,5k-20k
2036887,2018-01-23,2015-07-03,F,1,Xian,Guangdong,China,37,2024-08-23,4,7463,55619,56668,270566,2024-01-22,606,36,277,4,0,262517,13,10.926298127787955,10.94498260298715,6.0,Adult,200k+
2055928,2018-01-23,2015-07-03,M,0,Shenzhen,Guangdong,China,48,2024-12-28,7,21559,6458,11895,39525,2024-01-22,550,226,595,0,1,195037,15,8.773229786032473,9.383957488139991,15.033296378372908,Middle Age,20k-50k
2053470,2024-03-05,2015-07-03,M,0,Shenzhen,Guangdong,China,26,2024-02-15,5,77149,123524,54017,59645,2023-03-08,344,79,338,3,1,398551,9,11.724198843713951,10.897072603336532,8.888194417315589,Young Adult,50k-100k
2043374,2018-01-23,2006-04-17,F,1,Hangzhou,Shanghai,United States,49,2024-12-28,3,10615,64605,53802,120479,2024-01-22,23,3,212,1,1,319685,8,11.076062564714649,10.893084506677013,1.7320508075688772,Middle Age,100k-200k
2020564,2018-01-23,2015-07-03,F,2,Shanghai,Si Chuan,China,31,2024-12-28,7,18552,7062,1945,414362,2024-01-22,276,82,231,5,1,403652,10,8.862625169408922,7.57353126274595,9.055385138137417,Adult,200k+
2041811,2018-01-23,2015-07-03,F,2,Hangzhou,Beijing,United States,33,2024-12-28,7,55401,39479,45741,229389,2023-05-27,242,174,242,2,1,17917,8,10.583549493547418,10.730772192025304,13.19090595827292,Adult,200k+
2007086,2018-01-23,2015-07-03,M,0,Shanghai,Guangdong,China,70,2024-12-28,8,6673,50046,2014,229959,2024-01-22,478,128,216,2,1,342444,12,10.82071784288695,7.608374474380783,11.313708498984761,Senior,200k+
2003414,2018-01-23,2015-07-03,M,0,Wuhan,Guangdong,China,34,2024-07-14,5,32097,652,17206,130941,2024-07-10,4,209,436,5,1,591846,10,6.481577129276431,9.753071556753158,14.45683229480096,Adult,100k-200k
2005457,2018-01-23,2005-11-24,F,0,Nanjing,Shanghai,India,34,2024-12-28,4,7936,52996,18352,210439,2023-11-20,547,212,299,4,1,374725,14,10.877990587158619,9.817548327858471,14.560219778561036,Adult,200k+
2056525,2018-01-23,2015-07-03,M,2,Nanjing,Shanghai,China,37,2024-12-28,3,29976,36208,3545,76299,2024-01-22,124,155,183,1,1,54032,11,10.497062985697864,8.173575486634153,12.449899597988733,Adult,50k-100k
2013483,2018-01-23,2015-07-03,F,1,Guangzhou,Zhe Jiang,China,42,2024-12-28,4,33863,8532,37908,89762,2024-01-22,279,123,565,1,1,19763,7,9.051696278536586,10.542943829898158,11.090536506409418,Adult,50k-100k
2043640,2018-01-23,2015-07-03,M,0,Shenzhen,Chongqing,China,70,2024-12-28,3,20751,5085,17167,137636,2023-02-01,618,58,351,6,1,68116,7,8.534246945982066,9.75080246487048,7.615773105863909,Senior,100k-200k
2050102,2020-06-03,2014-11-18,F,0,Nanjing,Guangdong,India,42,2024-12-28,5,10050,12686,43976,222139,2024-01-22,145,136,649,5,1,102558,14,9.448333126140598,10.69142204895814,11.661903789690601,Adult,200k+
2003533,2018-05-14,2015-07-03,F,0,Nanjing,Chongqing,China,40,2024-12-28,6,44028,12233,82115,419276,2024-01-22,201,55,112,4,0,17774,9,9.411974239802511,11.315888160740498,7.416198487095663,Adult,200k+
2043333,2018-01-23,2015-07-03,F,0,Guangzhou,Beijing,China,24,2024-12-28,6,14115,52156,16618,299786,2022-04-20,627,28,184,3,2,123346,13,10.86201367960904,9.718301898127523,5.291502622129181,Young Adult,200k+
2054806,2018-01-23,2015-07-03,M,2,Nanjing,Guangdong,India,41,2025-03-22,1,49818,37009,30305,130222,2024-01-22,56,113,356,2,1,534102,5,10.518943425380202,10.319100991696107,10.63014581273465,Adult,100k-200k
2033572,2018-08-25,2015-07-03,F,0,Xian,Shanghai,India,48,2025-09-28,3,65777,46730,46701,340196,2024-12-04,298,46,196,1,1,189897,13,10.752163034994716,10.75154226929242,6.782329983125268,Middle Age,200k+
2035553,2012-04-20,2015-07-03,F,1,Shanghai,Beijing,United States,51,2024-12-28,4,14446,6943,27580,257341,2024-01-22,565,92,130,1,1,344521,11,8.845633256340186,10.224882408848067,9.591663046625438,Middle Age,200k+
2062964,2018-01-23,2015-07-03,M,1,Beijing,Shanghai,China,57,2024-08-19,6,31852,33396,56381,73300,2024-01-22,156,61,446,3,2,175526,10,10.41622135457142,10.93990523761112,7.810249675906654,Middle Age,50k-100k
2030001,2018-01-23,2015-07-03,F,1,Chengdu,Si Chuan,China,25,2024-12-28,5,34811,32691,14425,229666,2023-04-06,348,47,401,4,1,53310,7,10.39488567863602,9.576787413063618,6.855654600401044,Young Adult,200k+
2035096,2018-01-23,2015-07-03,M,2,Hangzhou,Shanghai,China,23,2025-02-01,4,46013,57597,11294,219398,2024-05-15,262,14,405,3,1,363707,10,10.96124312385893,9.332115428902103,3.7416573867739413,Young Adult,200k+
2056681,2018-01-23,2021-09-17,F,0,Shenzhen,Zhe Jiang,China,33,2024-11-10,5,11049,51057,32371,209324,2024-01-22,438,2,327,3,1,288898,14,10.840717520423938,10.385049130615592,1.4142135623730951,Adult,200k+
2051638,2024-04-02,2015-07-03,M,1,Wuhan,Beijing,China,48,2024-12-28,4,5937,59035,3984,40596,2023-10-12,476,80,198,4,1,245060,11,10.985902706301667,8.290292591224315,8.94427190999916,Middle Age,20k-50k
2039636,2018-06-05,2015-07-03,F,1,Chengdu,Si Chuan,China,70,2025-03-02,4,32868,122263,64209,111451,2025-02-21,9,13,79,5,1,86809,13,11.713937920207671,11.069914240788094,3.605551275463989,Senior,100k-200k
2032999,2024-05-09,2015-07-03,M,1,Shenzhen,Shanghai,United States,31,2024-12-28,3,53995,58587,35986,28842,2024-01-22,254,31,468,3,1,89793,9,10.978285176438197,10.490913041110819,5.5677643628300215,Adult,20k-50k
2052389,2018-01-23,2015-07-03,F,0,Beijing,Si Chuan,China,47,2024-12-28,4,36347,13821,2692,499356,2024-01-22,681,77,428,2,1,43425,12,9.53401680465134,7.898411092811599,8.774964387392123,Middle Age,200k+
2055794,2023-10-19,2024-07-12,F,0,Guangzhou,Shanghai,United States,70,2024-12-28,7,50300,18160,10211,477244,2024-01-22,662,10,242,1,1,176001,4,9.807031716718498,9.231318778361375,3.1622776601683795,Senior,200k+
2051198,2018-01-23,2015-07-03,M,0,Nanjing,Shanghai,United States,27,2024-12-28,5,10433,49239,19681,272963,2024-09-07,120,53,533,2,1,82059,15,10.80446158029839,9.88745979145893,7.280109889280518,Young Adult,200k+
2035103,2018-01-23,2015-07-03,F,0,Hangzhou,Hubei,United States,40,2024-12-28,4,43358,63134,79761,329293,2024-01-22,322,139,91,5,1,311725,10,11.053030569872782,11.286802479547019,11.789826122551595,Adult,200k+
2013608,2018-01-23,2007-08-05,M,1,Hangzhou,Shanghai,India,32,2024-12-28,4,67949,14642,93973,156866,2023-02-14,645,115,73,4,1,38594,12,9.591717684555258,11.450773427247801,10.723805294763608,Adult,100k-200k
2062822,2018-01-23,2015-07-03,M,2,Nanjing,Shanghai,China,41,2025-05-22,3,48123,49610,50845,351,2023-07-09,683,46,407,5,2,67703,12,10.811967862318307,10.8365567356491,6.782329983125268,Adult,0-5k
2036449,2015-05-06,2015-07-03,M,0,Guangzhou,Shanghai,China,45,2024-12-07,3,32418,34199,5068,222903,2024-01-22,558,91,360,5,0,171061,5,10.439980923050696,8.53089883847235,9.539392014169456,Adult,200k+
2062560,2018-01-23,2016-07-30,M,2,Wuhan,Shanghai,China,30,2024-12-05,7,7165,121780,67036,165060,2024-01-22,675,118,218,1,1,340620,7,11.709979628657837,11.112999984751339,10.862780491200215,Young Adult,100k-200k
2052093,2024-09-09,2015-07-03,M,0,Nanjing,Zhe Jiang,India,43,2024-06-21,5,40341,4859,32053,82016,2022-12-09,560,223,440,2,2,64746,14,8.48879371689454,10.37517725955352,14.933184523068078,Adult,50k-100k
2031147,2019-08-07,2015-07-03,M,2,Guangzhou,Shanghai,India,27,2025-01-07,10,15164,6319,65647,169546,2024-01-22,615,6,377,4,1,210128,12,8.751474487140904,11.092062414681967,2.449489742783178,Young Adult,100k-200k
2025073,2018-01-23,2015-07-03,F,2,Shanghai,Beijing,China,70,2024-12-28,6,20355,73310,37341,165809,2023-10-23,517,110,354,4,1,55208,9,11.20246594482846,10.527873977525282,10.488088481701515,Senior,100k-200k
2041861,2018-01-23,2015-07-03,M,0,Shenzhen,Beijing,China,29,2024-12-28,5,50184,52564,34279,37490,2024-01-22,374,101,125,2,1,371076,5,10.869805778009932,10.442317372711717,10.04987562112089,Young Adult,20k-50k
